name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,reviews,working_hours,business_status,location_link,delivery_available,firewood_type,firewood_prep,price_range,website_available,description,firewood_type_extracted,price_extracted,price_info_available,needs_manual_review,has_firewood_delivery,has_firewood_type,has_firewood_prep,has_price_info
Blue Mountain firewood,,+1 760-680-6894,"41460 Big Bear Blvd, Big Bear Lake, CA 92315",41460 Big Bear Blvd,Big Bear Lake,92315,California,United States of America,34.2438451,-116.8971948,6,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-8PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Blue+Mountain+firewood/@34.2438451,-116.8971948,14z/data=!4m8!1m2!2m1!1sBlue+Mountain+firewood!3m4!1s0x80c4b3944c651353:0xf2e5b56089032a7d!8m2!3d34.2438451!4d-116.8971948",,,,,No,"Blue Mountain firewood is a firewood provider based in Big Bear Lake, California. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Michigan Firewood Guy,,+1 989-620-4098,"8728 E Monroe Rd, Wheeler, MI 48662",8728 E Monroe Rd,Wheeler,48662,Michigan,United States of America,43.4075247,-84.4344332,6,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Michigan+Firewood+Guy/@43.407524699999996,-84.4344332,14z/data=!4m8!1m2!2m1!1sMichigan+Firewood+Guy!3m4!1s0x8822375e400fd2b9:0x358b95bfb67aa066!8m2!3d43.407524699999996!4d-84.4344332",,,,,No,"Michigan Firewood Guy is a firewood provider based in Wheeler, Michigan. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Arnolds,,+1 989-620-4098,"8728 E Monroe Rd, Wheeler, MI 48662",8728 E Monroe Rd,Wheeler,48662,Michigan,United States of America,43.4075429,-84.4344952,6,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Arnolds/@43.407542899999996,-84.4344952,14z/data=!4m8!1m2!2m1!1sArnolds!3m4!1s0x8822375e400fd2b9:0xbb44fb9a8b978ddf!8m2!3d43.407542899999996!4d-84.4344952",,,,,No,"Arnolds is a firewood provider based in Wheeler, Michigan. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Tate Property Management LLC,,+1 610-459-2274,"27 Sweetwater Rd, Glen Mills, PA 19342",27 Sweetwater Rd,Glen Mills,19342,Pennsylvania,United States of America,39.9294477,-75.4769375,6,,OPERATIONAL,"https://www.google.com/maps/place/Tate+Property+Management+LLC/@39.9294477,-75.47693749999999,14z/data=!4m8!1m2!2m1!1sTate+Property+Management+LLC!3m4!1s0x89c6eef7611e0a81:0xc94cf862ae4b1e72!8m2!3d39.9294477!4d-75.47693749999999",,,,,No,"Tate Property Management LLC is a firewood provider based in Glen Mills, Pennsylvania. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Tri-County Firewood,,+1 256-490-4522,"1625 Collins Rd, Ohatchee, AL 36271",1625 Collins Rd,Ohatchee,36271,Alabama,United States of America,33.7831,-85.9452,6,"{""Monday"": ""6AM-6PM"", ""Tuesday"": ""6AM-6PM"", ""Wednesday"": ""6AM-6PM"", ""Thursday"": ""6AM-6PM"", ""Friday"": ""6AM-6PM"", ""Saturday"": ""6AM-6PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Tri-County+Firewood/@33.7831,-85.9452,14z/data=!4m8!1m2!2m1!1sTri-County+Firewood!3m4!1s0x888a5fbdc06bc3cb:0x4f669afcc55155a2!8m2!3d33.7831!4d-85.9452",,,,,No,"Tri-County Firewood is a firewood provider based in Ohatchee, Alabama. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Basten Enterprises,,+1 815-675-6863,,,Richmond,60071,Illinois,United States of America,46.423669,-129.9427086,6,,OPERATIONAL,"https://www.google.com/maps/place/Basten+Enterprises/@46.423669,-129.9427086,14z/data=!4m8!1m2!2m1!1sBasten+Enterprises!3m4!1s0x880f7b7829a6581b:0x96f4b3bcb72d4e6!8m2!3d46.423669!4d-129.9427086",,,,,No,"Basten Enterprises is a firewood provider based in Richmond, Illinois. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Five Daughters Firewood,,+1 856-318-4545,"2121 Blue Bell Rd, Williamstown, NJ 08094",2121 Blue Bell Rd,Williamstown,08094,New Jersey,United States of America,39.6389627,-74.9849117,6,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Five+Daughters+Firewood/@39.6389627,-74.9849117,14z/data=!4m8!1m2!2m1!1sFive+Daughters+Firewood!3m4!1s0x89c72bf7ce66111b:0x7627c483ca07d5b0!8m2!3d39.6389627!4d-74.9849117",,,,,No,"Five Daughters Firewood is a firewood provider based in Williamstown, New Jersey. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Chestnut Run Excavating and Tree Service,,+1 609-226-9530,"828 Harrison Ave, Mays Landing, NJ 08330",828 Harrison Ave,Mays Landing,08330,New Jersey,United States of America,39.4160085,-74.6541439,6,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Chestnut+Run+Excavating+and+Tree+Service/@39.4160085,-74.6541439,14z/data=!4m8!1m2!2m1!1sChestnut+Run+Excavating+and+Tree+Service!3m4!1s0x89c0c30fa53323a9:0x3c7fb8d1de8e4dd7!8m2!3d39.4160085!4d-74.6541439",,,,,No,"Chestnut Run Excavating and Tree Service is a firewood provider based in Mays Landing, New Jersey. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
RONNIE'S FIREWOOD,,+1 717-677-4945,"6631 Old Harrisburg Rd, York Springs, PA 17372",6631 Old Harrisburg Rd,York Springs,17372,Pennsylvania,United States of America,39.9867216,-77.1221119,6,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/RONNIE%27S+FIREWOOD/@39.986721599999996,-77.1221119,14z/data=!4m8!1m2!2m1!1sRONNIE%27S+FIREWOOD!3m4!1s0x89c8ff9733b04ff3:0xe6d21893b20fe2cd!8m2!3d39.986721599999996!4d-77.1221119",,,,,No,"RONNIE'S FIREWOOD is a firewood provider based in York Springs, Pennsylvania. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
"D&M's Wood Works & Tree Removal, L.L.C.",,+1 501-430-2454,"E Reed Rd, North Little Rock, AR 72118",E Reed Rd,North Little Rock,72118,Arkansas,United States of America,34.8178234,-92.321682,6,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/D%26M%27s+Wood+Works+%26+Tree+Removal%2C+L.L.C./@34.8178234,-92.321682,14z/data=!4m8!1m2!2m1!1sD%26M%27s+Wood+Works+%26+Tree+Removal%2C+L.L.C.!3m4!1s0x87d299247ecb13db:0xfb5102da72cf703c!8m2!3d34.8178234!4d-92.321682",,,,,No,"D&M's Wood Works & Tree Removal, L.L.C. is a firewood provider based in North Little Rock, Arkansas. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Caldwell's Top Soil & Landscaping,,+1 405-341-5905,,,Edmond,73025,Oklahoma,United States of America,35.482794,-97.4791955,6,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Caldwell%27s+Top+Soil+%26+Landscaping/@35.482794,-97.47919549999999,14z/data=!4m8!1m2!2m1!1sCaldwell%27s+Top+Soil+%26+Landscaping!3m4!1s0x87b1f8f5b7b7f631:0x42e0f0cb2a8a0497!8m2!3d35.482794!4d-97.47919549999999",,,,,No,"Caldwell's Top Soil & Landscaping is a firewood provider based in Edmond, Oklahoma. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Family Firewood LLC,,+1 985-662-1601,,,Nashwauk,55769,Minnesota,United States of America,30.433081,-90.1200209,6,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Family+Firewood+LLC/@30.433080999999998,-90.1200209,14z/data=!4m8!1m2!2m1!1sFamily+Firewood+LLC!3m4!1s0x86275cadbb27fc5f:0x5a4ca48ea96e8c2a!8m2!3d30.433080999999998!4d-90.1200209",,,,,No,"Family Firewood LLC is a firewood provider based in Nashwauk, Minnesota. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Western Maine Firewood,,+1 207-491-7470,"11 Lemon Stream Rd, New Portland, ME 04961",11 Lemon Stream Rd,New Portland,04961,Maine,United States of America,44.8843268,-70.1035043,6,"{""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""7AM-6PM"", ""Sunday"": ""7AM-6PM""}",OPERATIONAL,"https://www.google.com/maps/place/Western+Maine+Firewood/@44.8843268,-70.1035043,14z/data=!4m8!1m2!2m1!1sWestern+Maine+Firewood!3m4!1s0x4cb1a723f660b199:0x3b6eaa1889f9f93a!8m2!3d44.8843268!4d-70.1035043",,,,,No,"Western Maine Firewood is a firewood provider based in New Portland, Maine. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
J & M Logging Inc,,+1 207-622-6353,"853 Civic Center Dr, Augusta, ME 04330",853 Civic Center Dr,Augusta,04330,Maine,United States of America,44.3867941,-69.8016917,6,,OPERATIONAL,"https://www.google.com/maps/place/J+%26+M+Logging+Inc/@44.386794099999996,-69.80169169999999,14z/data=!4m8!1m2!2m1!1sJ+%26+M+Logging+Inc!3m4!1s0x4cb2027fc14cc209:0xbb844b66ba2c52de!8m2!3d44.386794099999996!4d-69.80169169999999",,,,,No,"J & M Logging Inc is a firewood provider based in Augusta, Maine. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Uncle Joe's Firewood and Lawn Service,,+1 317-292-0924,"301 E Epler Ave, Indianapolis, IN 46227",301 E Epler Ave,Indianapolis,46227,Indiana,United States of America,39.685977,-86.1526405,6,,OPERATIONAL,"https://www.google.com/maps/place/Uncle+Joe%27s+Firewood+and+Lawn+Service/@39.685977,-86.15264049999999,14z/data=!4m8!1m2!2m1!1sUncle+Joe%27s+Firewood+and+Lawn+Service!3m4!1s0x886b5b937bf40f69:0x81590958307d8403!8m2!3d39.685977!4d-86.15264049999999",,,,,No,"Uncle Joe's Firewood and Lawn Service is a firewood provider based in Indianapolis, Indiana. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Crossroads Firewood Charity,,+1 708-514-4211,"8001 Austin Ave, Schererville, IN 46375",8001 Austin Ave,Schererville,46375,Indiana,United States of America,41.4731846,-87.445209,6,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Crossroads+Firewood+Charity/@41.473184599999996,-87.44520899999999,14z/data=!4m8!1m2!2m1!1sCrossroads+Firewood+Charity!3m4!1s0x8811e57d0703815f:0x5fafd27306ca70af!8m2!3d41.473184599999996!4d-87.44520899999999",,,,,No,"Crossroads Firewood Charity is a firewood provider based in Schererville, Indiana. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
White Mountain Firewood,,+1 480-721-3708,"1910 AZ-260, Heber, AZ 85928",1910 AZ-260,Heber,85928,Arizona,United States of America,34.4217453,-110.5796758,6,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/White+Mountain+Firewood/@34.4217453,-110.57967579999999,14z/data=!4m8!1m2!2m1!1sWhite+Mountain+Firewood!3m4!1s0x872ec36662468bb9:0xeed918fb45e2ca14!8m2!3d34.4217453!4d-110.57967579999999",,,,,No,"White Mountain Firewood is a firewood provider based in Heber, Arizona. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
AkLogFather&Son LLC,,+1 907-590-5647,"Chena Hot Springs Rd, Fairbanks, AK 99712",Chena Hot Springs Rd,Fairbanks,99712,Alaska,United States of America,64.8792618,-146.8814819,6,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""Closed"", ""Sunday"": ""8AM-9PM""}",OPERATIONAL,"https://www.google.com/maps/place/AkLogFather%26Son+LLC/@64.8792618,-146.88148189999998,14z/data=!4m8!1m2!2m1!1sAkLogFather%26Son+LLC!3m4!1s0x5133cb36f7a8a6fd:0xb59b20f1a20c4369!8m2!3d64.8792618!4d-146.88148189999998",,,,,No,"AkLogFather&Son LLC is a firewood provider based in Fairbanks, Alaska. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Buddro's Hardwood,,+1 812-381-0305,"135 N Cold Springs Rd, Bloomfield, IN 47424",135 N Cold Springs Rd,Bloomfield,47424,Indiana,United States of America,39.0288565,-86.9336345,6,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Buddro%27s+Hardwood/@39.028856499999996,-86.9336345,14z/data=!4m8!1m2!2m1!1sBuddro%27s+Hardwood!3m4!1s0x886db58de7f1511f:0xe4814fa7d8a91c97!8m2!3d39.028856499999996!4d-86.9336345",,,,,No,"Buddro's Hardwood is a firewood provider based in Bloomfield, Indiana. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
"Apollo Tree Service, Inc.",,+1 765-644-0855,"1528 E 44th St, Anderson, IN 46013",1528 E 44th St,Anderson,46013,Indiana,United States of America,40.0706097,-85.6600901,6,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Apollo+Tree+Service%2C+Inc./@40.0706097,-85.66009009999999,14z/data=!4m8!1m2!2m1!1sApollo+Tree+Service%2C+Inc.!3m4!1s0x8814d9dc153ef7e1:0xd5a7d840b00fd327!8m2!3d40.0706097!4d-85.66009009999999",,,,,No,"Apollo Tree Service, Inc. is a firewood provider based in Anderson, Indiana. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
"Better Call Saw, LLC",,+1 765-720-4039,"10707 565 W, Poland, IN 47868",10707 565 W,Poland,47868,Indiana,United States of America,39.4460143,-86.8736028,6,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Better+Call+Saw%2C+LLC/@39.4460143,-86.8736028,14z/data=!4m8!1m2!2m1!1sBetter+Call+Saw%2C+LLC!3m4!1s0x886ce3696828ac13:0x9beb1fcf19c9d626!8m2!3d39.4460143!4d-86.8736028",,,,,No,"Better Call Saw, LLC is a firewood provider based in Poland, Indiana. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Gold Arrow Firewood,,+1 626-912-4022,"17780 Rowland St, Rowland Heights, CA 91748",17780 Rowland St,Rowland Heights,91748,California,United States of America,34.0012588,-117.9160129,6,,OPERATIONAL,"https://www.google.com/maps/place/Gold+Arrow+Firewood/@34.001258799999995,-117.9160129,14z/data=!4m8!1m2!2m1!1sGold+Arrow+Firewood!3m4!1s0x80c32a739019acb9:0x1a9ea0523bfb33a5!8m2!3d34.001258799999995!4d-117.9160129",,,,,No,"Gold Arrow Firewood is a firewood provider based in Rowland Heights, California. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Metro Firewood,,+1 612-965-7405,"Minneapolis, MN 55401",,Minneapolis,55401,Minnesota,United States of America,44.9836809,-93.269403,6,,OPERATIONAL,"https://www.google.com/maps/place/Metro+Firewood/@44.983680899999996,-93.269403,14z/data=!4m8!1m2!2m1!1sMetro+Firewood!3m4!1s0x52b3328455555555:0x5c9a1f8dd051b862!8m2!3d44.983680899999996!4d-93.269403",,,,,No,"Metro Firewood is a firewood provider based in Minneapolis, Minnesota. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Jonas Firewood Supply Co.,,,"18205 Ginavale Ln, Eden Prairie, MN 55346",18205 Ginavale Ln,Eden Prairie,55346,Minnesota,United States of America,44.8786102,-93.5068603,6,,OPERATIONAL,"https://www.google.com/maps/place/Jonas+Firewood+Supply+Co./@44.8786102,-93.5068603,14z/data=!4m8!1m2!2m1!1sJonas+Firewood+Supply+Co.!3m4!1s0x87f61dbe04811005:0xbe2e4b95a60daa79!8m2!3d44.8786102!4d-93.5068603",,,,,No,"Jonas Firewood Supply Co. is a firewood provider based in Eden Prairie, Minnesota. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
St. Louis Firewood & Mulch Delivery,,+1 314-550-4844,"Business Industrial Network, 2 Cityplace Dr STE 200, St. Louis, MO 63141","Business Industrial Network, 2 Cityplace Dr STE 200",St. Louis,63141,Missouri,United States of America,38.672979,-90.441513,6,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/St.+Louis+Firewood+%26+Mulch+Delivery/@38.672979,-90.441513,14z/data=!4m8!1m2!2m1!1sSt.+Louis+Firewood+%26+Mulch+Delivery!3m4!1s0x87df32a2a71cb9c9:0x8aabbb4a3c37de84!8m2!3d38.672979!4d-90.441513",,,,,No,"St. Louis Firewood & Mulch Delivery is a firewood provider based in St. Louis, Missouri. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Ritchie's Tree Services,,+1 717-541-9671,"6208 Warren Ave, Harrisburg, PA 17112",6208 Warren Ave,Harrisburg,17112,Pennsylvania,United States of America,40.342618,-76.7853475,6,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Ritchie%27s+Tree+Services/@40.342618,-76.7853475,14z/data=!4m8!1m2!2m1!1sRitchie%27s+Tree+Services!3m4!1s0x89c8a54ca53047c7:0x52b3ee345b6eead!8m2!3d40.342618!4d-76.7853475",,,,,No,"Ritchie's Tree Services is a firewood provider based in Harrisburg, Pennsylvania. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Firewood by Zagwyn Contracting,,+1 978-501-5184,"Great Rd, Shirley, MA 01464",Great Rd,Shirley,01464,Massachusetts,United States of America,42.580915,-71.6451695,6,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Firewood+by+Zagwyn+Contracting/@42.580915,-71.6451695,14z/data=!4m8!1m2!2m1!1sFirewood+by+Zagwyn+Contracting!3m4!1s0x89e3ebe4e846fe85:0x48fb4cf1b49e884!8m2!3d42.580915!4d-71.6451695",,,,,No,"Firewood by Zagwyn Contracting is a firewood provider based in Shirley, Massachusetts. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
All About Some Wood!,,+1 501-422-2177,"6274b AR-319, Austin, AR 72007",6274b AR-319,Austin,72007,Arkansas,United States of America,35.0559221,-92.0465245,6,"{""Monday"": ""9AM-11PM"", ""Tuesday"": ""10AM-11PM"", ""Wednesday"": ""9AM-11PM"", ""Thursday"": ""10AM-11PM"", ""Friday"": ""9AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""9AM-11PM""}",OPERATIONAL,"https://www.google.com/maps/place/All+About+Some+Wood%21/@35.0559221,-92.04652449999999,14z/data=!4m8!1m2!2m1!1sAll+About+Some+Wood%21!3m4!1s0x87d2f16258f64691:0x3c4da59d3aec0a9e!8m2!3d35.0559221!4d-92.04652449999999",,,,,No,"All About Some Wood! is a firewood provider based in Austin, Arkansas. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Hoof N Paws Farmstand,,+1 315-717-6101,"5046 NY-28, Newport, NY 13416",5046 NY-28,Newport,13416,New York,United States of America,43.1499298,-74.9773565,6,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Hoof+N+Paws+Farmstand/@43.149929799999995,-74.9773565,14z/data=!4m8!1m2!2m1!1sHoof+N+Paws+Farmstand!3m4!1s0x89d933c40bd6151f:0xce9481ef3aeea889!8m2!3d43.149929799999995!4d-74.9773565",,,,,No,"Hoof N Paws Farmstand is a firewood provider based in Newport, New York. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Colonial Firewood,,+1 410-829-5198,"29981 Rabbit Hill Rd, Easton, MD 21601",29981 Rabbit Hill Rd,Easton,21601,Maryland,United States of America,38.83756,-76.0362339,6,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Colonial+Firewood/@38.837559999999996,-76.0362339,14z/data=!4m8!1m2!2m1!1sColonial+Firewood!3m4!1s0x89b86acde97fe489:0xc51e26319db0a74f!8m2!3d38.837559999999996!4d-76.0362339",,,,,No,"Colonial Firewood is a firewood provider based in Easton, Maryland. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Butler Brothers,,+1 301-372-6899,"14300 Neale Dr, Brandywine, MD 20613",14300 Neale Dr,Brandywine,20613,Maryland,United States of America,38.693365,-76.913425,6,,OPERATIONAL,"https://www.google.com/maps/place/Butler+Brothers/@38.693365,-76.91342499999999,14z/data=!4m8!1m2!2m1!1sButler+Brothers!3m4!1s0x89b7a38939697433:0xfbbfc40b92f1c725!8m2!3d38.693365!4d-76.91342499999999",,,,,No,"Butler Brothers is a firewood provider based in Brandywine, Maryland. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
King Brothers Tree Services,,+1 850-994-9699,"6984 Wallace Dr, Milton, FL 32571",6984 Wallace Dr,Milton,32571,Florida,United States of America,30.6917618,-87.1871019,6,,OPERATIONAL,"https://www.google.com/maps/place/King+Brothers+Tree+Services/@30.6917618,-87.1871019,14z/data=!4m8!1m2!2m1!1sKing+Brothers+Tree+Services!3m4!1s0x8890f28674957a47:0x4a2808266c27b493!8m2!3d30.6917618!4d-87.1871019",,,,,No,"King Brothers Tree Services is a firewood provider based in Milton, Florida. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Angleton firewood guy,,+1 979-308-0081,"710 W Mulberry St, Angleton, TX 77515",710 W Mulberry St,Angleton,77515,Texas,United States of America,29.164503,-95.4419315,6,"{""Monday"": ""10:30AM-5:30AM"", ""Tuesday"": ""10:30AM-5:30PM"", ""Wednesday"": ""10:30AM-5:30PM"", ""Thursday"": ""10:30AM-5PM"", ""Friday"": ""10:30AM-5:30PM"", ""Saturday"": ""11AM-3AM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Angleton+firewood+guy/@29.164503,-95.4419315,14z/data=!4m8!1m2!2m1!1sAngleton+firewood+guy!3m4!1s0x86405d63fa4b18f5:0x66394fda16b777aa!8m2!3d29.164503!4d-95.4419315",,,,,No,"Angleton firewood guy is a firewood provider based in Angleton, Texas. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Padula Lumber Co,,+1 408-463-0515,"8149 Monterey Rd, Coyote, CA 95013",8149 Monterey Rd,Coyote,95013,California,United States of America,37.2156818,-121.7390751,6,,OPERATIONAL,"https://www.google.com/maps/place/Padula+Lumber+Co/@37.2156818,-121.7390751,14z/data=!4m8!1m2!2m1!1sPadula+Lumber+Co!3m4!1s0x808e2f5c2eb82a65:0x9d7d2bf5a874457d!8m2!3d37.2156818!4d-121.7390751",,,,,No,"Padula Lumber Co is a firewood provider based in Coyote, California. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
