name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,reviews,working_hours,business_status,location_link,delivery_available,firewood_type,firewood_prep,price_range,website_available,description,firewood_type_extracted,price_extracted,price_info_available,needs_manual_review,has_firewood_delivery,has_firewood_type,has_firewood_prep,has_price_info
Boyd's Equipment,http://www.boydsequipment.com/,+1 806-356-9102,"7154 Canyon Dr, Amarillo, TX 79109",7154 Canyon Dr,Amarillo,79109,Texas,United States of America,35.1342731,-101.8986183,53,"{""Monday"": ""8AM-5:30PM"", ""Tuesday"": ""8AM-5:30PM"", ""Wednesday"": ""8AM-5:30PM"", ""Thursday"": ""8AM-5:30PM"", ""Friday"": ""8AM-5:30PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Boyd%27s+Equipment/@35.1342731,-101.8986183,14z/data=!4m8!1m2!2m1!1sBoyd%27s+Equipment!3m4!1s0x87015ab7a7e40b79:0x2c3fed3425d9aecd!8m2!3d35.1342731!4d-101.8986183",Yes,Oak,Green,"$4, $999, $999, $1, $11, $13, $13, $13, $9, $8",Yes,"Boyd's Equipment is a firewood provider based in Amarillo, Texas. They supply oak firewood. Their wood is typically green for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $4, $999, $999, $1, $11, $13, $13, $13, $9, $8.","Apple, Oak",", .00, .50, .95, .99",True,False,True,True,True,True
Upland Tree Service,https://www.uplandtree.com/tree-service-quarryville-pa/?utm_source=GMB-Quarryville,+1 717-930-2170,,,Lancaster,17601,Pennsylvania,United States of America,40.000768,-76.3176495,53,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Upland+Tree+Service/@40.000768,-76.3176495,14z/data=!4m8!1m2!2m1!1sUpland+Tree+Service!3m4!1s0x89c63541fa6b2d6f:0xfc3b502362601a5!8m2!3d40.000768!4d-76.3176495",No,"Elm, Maple","Cured, Seasoned",$1 ,Yes,"Upland Tree Service is a firewood provider based in Lancaster, Pennsylvania. They supply elm, maple firewood. Their wood is typically cured, seasoned for optimal burning. Currently, delivery services are not available. Pricing ranges from $1 .","Elm, Maple",Call for pricing,False,False,False,True,True,False
Foster's Tree Service,http://www.foster-tree.com/,+1 706-882-9790,"316 New Airport Rd, LaGrange, GA 30240",316 New Airport Rd,LaGrange,30240,Georgia,United States of America,33.0211251,-85.0720879,53,"{""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Foster%27s+Tree+Service/@33.0211251,-85.0720879,14z/data=!4m8!1m2!2m1!1sFoster%27s+Tree+Service!3m4!1s0x888b5428138c8293:0x720ef2be6bb73f62!8m2!3d33.0211251!4d-85.0720879",No,Mixed hardwoods,,,Yes,"Foster's Tree Service is a firewood provider based in LaGrange, Georgia. They supply mixed hardwoods firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,False,False
Hickory & Cherry Smoking WooD,https://g.page/hickory-cherry-smoking-wood,+1 270-405-3322,"194 klingelsmith ln, Cecilia, KY 42724",194 klingelsmith ln,Cecilia,42724,Kentucky,United States of America,37.6501667,-85.9824539,53,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""9AM-7PM""}",OPERATIONAL,"https://www.google.com/maps/place/Hickory+%26+Cherry+Smoking+WooD/@37.6501667,-85.9824539,14z/data=!4m8!1m2!2m1!1sHickory+%26+Cherry+Smoking+WooD!3m4!1s0x8868c363aaecde71:0xf670f24b6a148326!8m2!3d37.6501667!4d-85.9824539",No,,,,Yes,"Hickory & Cherry Smoking WooD is a firewood provider based in Cecilia, Kentucky. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Dirt World,https://www.dirtworldkc.com/,+1 816-697-2345,"12310 Lee's Summit Rd LS Rd, Lee's Summit, MO 64086",12310 Lee's Summit Rd LS Rd,Lee's Summit,64086,Missouri,United States of America,38.8922141,-94.2627032,53,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Dirt+World/@38.8922141,-94.26270319999999,14z/data=!4m8!1m2!2m1!1sDirt+World!3m4!1s0x87c124e483004e01:0xa7c55d48ff6de4bf!8m2!3d38.8922141!4d-94.26270319999999",Yes,Mixed hardwoods,,,Yes,"Dirt World is a firewood provider based in Lee's Summit, Missouri. They supply mixed hardwoods firewood. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,True,False,False
Good Earth LLC,http://www.gogoodearth.com/,+1 812-824-7928,"650 E Empire Mill Rd, Bloomington, IN 47401",650 E Empire Mill Rd,Bloomington,47401,Indiana,United States of America,39.0844632,-86.5317657,53,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Good+Earth+LLC/@39.084463199999995,-86.5317657,14z/data=!4m8!1m2!2m1!1sGood+Earth+LLC!3m4!1s0x886c688c69af708b:0x28779a90f34a7a74!8m2!3d39.084463199999995!4d-86.5317657",No,"Cherry, Hickory, Oak, Poplar, Walnut",Seasoned,"$3, $2, $3, $2, $6",Yes,"Good Earth LLC is a firewood provider based in Bloomington, Indiana. They supply cherry, hickory, oak, poplar, walnut firewood. Their wood is typically seasoned for optimal burning. Currently, delivery services are not available. Pricing ranges from $3, $2, $3, $2, $6.","Cherry, Hickory, Oak, Poplar, Walnut",Call for pricing,False,False,False,True,True,False
Dan's Excavating Services Inc.,http://www.dansexcavatingservices.com/,+1 231-834-3444,"51 E 120th St, Grant, MI 49327",51 E 120th St,Grant,49327,Michigan,United States of America,43.3376828,-85.7992339,53,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Dan%27s+Excavating+Services+Inc./@43.337682799999996,-85.79923389999999,14z/data=!4m8!1m2!2m1!1sDan%27s+Excavating+Services+Inc.!3m4!1s0x8819172fa13a2041:0xa3bcbfa1c732ca9c!8m2!3d43.337682799999996!4d-85.79923389999999",No,,,,Yes,"Dan's Excavating Services Inc. is a firewood provider based in Grant, Michigan. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Ron's Tree Service and Firewood,http://www.ronstreeserviceandfirewood.com/,+1 952-974-5056,"6121 Baker Rd # 102, Minnetonka, MN 55345",6121 Baker Rd # 102,Minnetonka,55345,Minnesota,United States of America,44.892936,-93.445895,53,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-12PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Ron%27s+Tree+Service+and+Firewood/@44.892936,-93.445895,14z/data=!4m8!1m2!2m1!1sRon%27s+Tree+Service+and+Firewood!3m4!1s0x87f61f161657f49b:0xaff5178ef0b69cae!8m2!3d44.892936!4d-93.445895",Yes,"Ash, Birch, Maple, Oak","Green, Dry",,Yes,"Ron's Tree Service and Firewood is a firewood provider based in Minnetonka, Minnesota. They supply ash, birch, maple, oak firewood. Their wood is typically green, dry for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.","Ash, Birch, Maple, Oak",Call for pricing,False,False,True,True,True,False
SSPI Solutions,https://www.sspi-solutions.com/,+1 319-883-9134,"1401 Ebony Ave, Waverly, IA 50677",1401 Ebony Ave,Waverly,50677,Iowa,United States of America,42.8469767,-92.4736833,53,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/SSPI+Solutions/@42.8469767,-92.47368329999999,14z/data=!4m8!1m2!2m1!1sSSPI+Solutions!3m4!1s0x87f075bfe67b0913:0xa1e6d0dbae246965!8m2!3d42.8469767!4d-92.47368329999999",No,Cedar,,,Yes,"SSPI Solutions is a firewood provider based in Waverly, Iowa. They supply cedar firewood. Currently, delivery services are not available.",Cedar,", .00, .50",True,False,False,True,False,True
Kinser Ranch LLC,https://firewoodandmulchaustintx.com/,+1 512-477-9025,"10701 Kinser Ln, Austin, TX 78736",10701 Kinser Ln,Austin,78736,Texas,United States of America,30.2338267,-97.9731583,54,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Kinser+Ranch+LLC/@30.233826699999998,-97.9731583,14z/data=!4m8!1m2!2m1!1sKinser+Ranch+LLC!3m4!1s0x865b46312e0f4fa1:0x32b96feda9bf3092!8m2!3d30.233826699999998!4d-97.9731583",Yes,Cedar,Green,,Yes,"Kinser Ranch LLC is a firewood provider based in Austin, Texas. They supply cedar firewood. Their wood is typically green for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",Cedar,Call for pricing,False,False,True,True,True,False
Firewood guys,https://www.firewoodguysca.com/,+1 805-795-7111,"100 Dawson Dr, Camarillo, CA 93010",100 Dawson Dr,Camarillo,93010,California,United States of America,34.215282,-119.033805,54,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Firewood+guys/@34.215282,-119.033805,14z/data=!4m8!1m2!2m1!1sFirewood+guys!3m4!1s0x80e84a03817a4b81:0x829907bda5bf0b81!8m2!3d34.215282!4d-119.033805",Yes,"Oak, Firewood","Seasoned, Dry",,Yes,"Firewood guys is a firewood provider based in Camarillo, California. They supply oak, firewood firewood. Their wood is typically seasoned, dry for optimal burning. Delivery services are offered for local and regional orders.","Apple, Oak",".00, .25, .75",True,False,True,True,True,True
Paul's Lawn & Landscaping,http://paulslandscaping.net/,+1 215-949-1104,"8501 New Falls Rd, Levittown, PA 19054",8501 New Falls Rd,Levittown,19054,Pennsylvania,United States of America,40.1660337,-74.8420511,54,"{""Monday"": ""7:30AM-4:30PM"", ""Tuesday"": ""7:30AM-4:30PM"", ""Wednesday"": ""7:30AM-4:30PM"", ""Thursday"": ""7:30AM-4:30PM"", ""Friday"": ""7:30AM-4:30PM"", ""Saturday"": ""8AM-12PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Paul%27s+Lawn+%26+Landscaping/@40.1660337,-74.84205109999999,14z/data=!4m8!1m2!2m1!1sPaul%27s+Lawn+%26+Landscaping!3m4!1s0x89c151016d46b947:0x9df6ae8caa373f59!8m2!3d40.1660337!4d-74.84205109999999",Yes,Mixed hardwoods,,,Yes,"Paul's Lawn & Landscaping is a firewood provider based in Levittown, Pennsylvania. They supply mixed hardwoods firewood. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,True,False,False
Dresel Tree Service,https://dreseltreeservice.com/,+1 618-925-1345,"304 Thomas St, Cambria, IL 62915",304 Thomas St,Cambria,62915,Illinois,United States of America,37.785248,-89.124074,54,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Dresel+Tree+Service/@37.785247999999996,-89.124074,14z/data=!4m8!1m2!2m1!1sDresel+Tree+Service!3m4!1s0x88773c992e4182b1:0x5801ff3de6f5e4b4!8m2!3d37.785247999999996!4d-89.124074",Yes,"Pine, Firewood",,,Yes,"Dresel Tree Service is a firewood provider based in Cambria, Illinois. They supply pine, firewood firewood. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",Pine,Call for pricing,False,False,True,True,False,False
Elite Stone & Landscape Supply,http://elitestoneandlandscape.com/,+1 512-267-5150,"18127 RM 1431, Leander, TX 78641",18127 RM 1431,Leander,78641,Texas,United States of America,30.5164018,-97.9070426,54,"{""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""7AM-12PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Elite+Stone+%26+Landscape+Supply/@30.516401799999997,-97.9070426,14z/data=!4m8!1m2!2m1!1sElite+Stone+%26+Landscape+Supply!3m4!1s0x865b2e57b7aee30d:0xb9c34784418a6cef!8m2!3d30.516401799999997!4d-97.9070426",No,,,,Yes,"Elite Stone & Landscape Supply is a firewood provider based in Leander, Texas. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Pellets Direct,http://www.pelletsdirect.com/,+1 508-779-0481,"73 Ironstone Rd, Uxbridge, MA 01569",73 Ironstone Rd,Uxbridge,01569,Massachusetts,United States of America,42.0300528,-71.6115901,54,"{""Monday"": ""9AM-3PM"", ""Tuesday"": ""9AM-3PM"", ""Wednesday"": ""9AM-3PM"", ""Thursday"": ""9AM-3PM"", ""Friday"": ""Closed"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Pellets+Direct/@42.0300528,-71.6115901,14z/data=!4m8!1m2!2m1!1sPellets+Direct!3m4!1s0x89e414fc7e858423:0x89445b75f2d5fcd5!8m2!3d42.0300528!4d-71.6115901",Yes,,Dry,"$49, $169",Yes,"Pellets Direct is a firewood provider based in Uxbridge, Massachusetts. Their wood is typically dry for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $49, $169.",,Call for pricing,False,False,True,False,True,False
United States Stove Company,http://www.usstove.com/,+1 423-837-2100,"227 Industrial Park Rd, South Pittsburg, TN 37380",227 Industrial Park Rd,South Pittsburg,37380,Tennessee,United States of America,34.9926349,-85.7305535,54,"{""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/United+States+Stove+Company/@34.9926349,-85.7305535,14z/data=!4m8!1m2!2m1!1sUnited+States+Stove+Company!3m4!1s0x8861afb3ef61078f:0x51a61a358ac99bd0!8m2!3d34.9926349!4d-85.7305535",No,"Ash, Oak",,,Yes,"United States Stove Company is a firewood provider based in South Pittsburg, Tennessee. They supply ash, oak firewood. Currently, delivery services are not available.","Ash, Oak",", .18, .99",True,False,False,True,False,True
FireFighter Lawn Care LLC,http://www.firefighterlawncare.com/,+1 817-550-6998,"3390 Mineral Wells Hwy, Weatherford, TX 76088",3390 Mineral Wells Hwy,Weatherford,76088,Texas,United States of America,32.7677331,-97.8611221,54,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/FireFighter+Lawn+Care+LLC/@32.7677331,-97.86112209999999,14z/data=!4m8!1m2!2m1!1sFireFighter+Lawn+Care+LLC!3m4!1s0x864e021a50653e2b:0xb3f59e525ff59721!8m2!3d32.7677331!4d-97.86112209999999",No,,,,Yes,"FireFighter Lawn Care LLC is a firewood provider based in Weatherford, Texas. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Choice Firewood,http://www.choicefirewood.net/,+1 951-233-7503,"31500 Briggs Rd, Menifee, CA 92584",31500 Briggs Rd,Menifee,92584,California,United States of America,33.6632105,-117.1358692,55,,OPERATIONAL,"https://www.google.com/maps/place/Choice+Firewood/@33.6632105,-117.13586919999999,14z/data=!4m8!1m2!2m1!1sChoice+Firewood!3m4!1s0x80dc823733cfa0c1:0xf8a0e78e1bb338dc!8m2!3d33.6632105!4d-117.13586919999999",No,"Oak, Firewood",Seasoned,,Yes,"Choice Firewood is a firewood provider based in Menifee, California. They supply oak, firewood firewood. Their wood is typically seasoned for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",Cherry,Call for pricing,False,False,False,True,True,False
S & D Firewood,http://www.sanddfirewood.com/,+1 406-388-4646,"360 Connerton Lane Box 173, Manhattan S, Manhattan, MT 59741","360 Connerton Lane Box 173, Manhattan S",Manhattan,59741,Montana,United States of America,45.8491611,-111.4002647,55,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/S+%26+D+Firewood/@45.849161099999996,-111.4002647,14z/data=!4m8!1m2!2m1!1sS+%26+D+Firewood!3m4!1s0x534537efaaaaaaab:0xf3364d12fdd80ea4!8m2!3d45.849161099999996!4d-111.4002647",No,"Apple, Cherry",,,Yes,"S & D Firewood is a firewood provider based in Manhattan, Montana. They supply apple, cherry firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.","Apple, Cherry",Call for pricing,False,False,False,True,False,False
C&C Sand and Stone Co.,https://www.ccsand.com/,+1 303-660-8500,"249 S Gilbert St, Castle Rock, CO 80104",249 S Gilbert St,Castle Rock,80104,Colorado,United States of America,39.367733,-104.8521499,55,"{""Monday"": ""7:30AM-4:30PM"", ""Tuesday"": ""7:30AM-4:30PM"", ""Wednesday"": ""7:30AM-4:30PM"", ""Thursday"": ""7:30AM-4:30PM"", ""Friday"": ""7:30AM-4:30PM"", ""Saturday"": ""7AM-12PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/C%26C+Sand+and+Stone+Co./@39.367733,-104.8521499,14z/data=!4m8!1m2!2m1!1sC%26C+Sand+and+Stone+Co.!3m4!1s0x876c981951f24875:0x2a7cdbc7940c0d7b!8m2!3d39.367733!4d-104.8521499",No,,,,Yes,"C&C Sand and Stone Co. is a firewood provider based in Castle Rock, Colorado. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Steve Piper & Sons Tree Service,http://www.stevepiperandsons.com/,+1 630-898-6050,"31W320 Ramm Dr, Naperville, IL 60564",31W320 Ramm Dr,Naperville,60564,Illinois,United States of America,41.7209447,-88.2343816,55,"{""Monday"": ""7AM-4:30PM"", ""Tuesday"": ""7AM-4:30PM"", ""Wednesday"": ""7AM-4:30PM"", ""Thursday"": ""7AM-4:30PM"", ""Friday"": ""7AM-4:30PM"", ""Saturday"": ""7AM-12PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Steve+Piper+%26+Sons+Tree+Service/@41.7209447,-88.23438159999999,14z/data=!4m8!1m2!2m1!1sSteve+Piper+%26+Sons+Tree+Service!3m4!1s0x880ef73a363c639d:0xd16338343da5c5e!8m2!3d41.7209447!4d-88.23438159999999",Yes,"Apple, Ash, Cherry, Oak",Seasoned,,Yes,"Steve Piper & Sons Tree Service is a firewood provider based in Naperville, Illinois. They supply apple, ash, cherry, oak firewood. Their wood is typically seasoned for optimal burning. Delivery services are offered for local and regional orders.","Apple, Ash, Cherry, Oak",".00, .50",True,False,True,True,True,True
The Busy Beaver Tree Service & Excavation,https://thebusybeavertreeservice.com/,+1 570-257-4391,"1330 Hemlock Farms Rd, Lords Valley, PA 18428",1330 Hemlock Farms Rd,Lords Valley,18428,Pennsylvania,United States of America,41.3173735,-75.0543719,55,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""8AM-6PM""}",OPERATIONAL,"https://www.google.com/maps/place/The+Busy+Beaver+Tree+Service+%26+Excavation/@41.317373499999995,-75.05437189999999,14z/data=!4m8!1m2!2m1!1sThe+Busy+Beaver+Tree+Service+%26+Excavation!3m4!1s0x89c4a6ba44ddb05b:0xf862968850155670!8m2!3d41.317373499999995!4d-75.05437189999999",No,Mixed hardwoods,Seasoned,,Yes,"The Busy Beaver Tree Service & Excavation is a firewood provider based in Lords Valley, Pennsylvania. They supply mixed hardwoods firewood. Their wood is typically seasoned for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,True,False
Bat-Man Wildlife,https://batmanwildlife.com/,+1 800-437-1375,,,Vass,28394,North Carolina,United States of America,35.323936,-79.2183949,55,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Bat-Man+Wildlife/@35.323935999999996,-79.21839489999999,14z/data=!4m8!1m2!2m1!1sBat-Man+Wildlife!3m4!1s0x8854d3ce0c743f1d:0xa4c63efae9d11ab2!8m2!3d35.323935999999996!4d-79.21839489999999",No,Pine,,,Yes,"Bat-Man Wildlife is a firewood provider based in Vass, North Carolina. They supply pine firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,False,False
Action Tree Services,http://www.actiontree.net/,+1 850-527-7017,"2309 Grant Ave, Panama City, FL 32405",2309 Grant Ave,Panama City,32405,Florida,United States of America,30.1923793,-85.7131504,55,"{""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""7AM-7PM"", ""Sunday"": ""7AM-7PM""}",OPERATIONAL,"https://www.google.com/maps/place/Action+Tree+Services/@30.1923793,-85.71315039999999,14z/data=!4m8!1m2!2m1!1sAction+Tree+Services!3m4!1s0x889384252f778479:0xc4fe8b2132795eb1!8m2!3d30.1923793!4d-85.71315039999999",No,,,,Yes,"Action Tree Services is a firewood provider based in Panama City, Florida. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
The Pumpkin Peddler,http://bowlinggreenchristmastrees.com/pumpkin-farm.php,+1 419-409-0250,"20354 N Dixie Hwy, Bowling Green, OH 43402",20354 N Dixie Hwy,Bowling Green,43402,Ohio,United States of America,41.4495267,-83.6488544,55,"{""Monday"": ""12-7PM"", ""Tuesday"": ""12-7PM"", ""Wednesday"": ""12-7PM"", ""Thursday"": ""12-7PM"", ""Friday"": ""12-7PM"", ""Saturday"": ""10AM-7PM"", ""Sunday"": ""11AM-7PM""}",OPERATIONAL,"https://www.google.com/maps/place/The+Pumpkin+Peddler/@41.4495267,-83.64885439999999,14z/data=!4m8!1m2!2m1!1sThe+Pumpkin+Peddler!3m4!1s0x883c74ebd9db6a31:0x59a7e60e37ff5308!8m2!3d41.4495267!4d-83.64885439999999",No,Apple,Green,,Yes,"The Pumpkin Peddler is a firewood provider based in Bowling Green, Ohio. They supply apple firewood. Their wood is typically green for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",Apple,Call for pricing,False,False,False,True,True,False
Splitfire LLC,https://217firewood.com/,+1 217-891-0946,"700 N MacArthur Blvd, Springfield, IL 62702",700 N MacArthur Blvd,Springfield,62702,Illinois,United States of America,39.8089164,-89.668139,56,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Splitfire+LLC/@39.8089164,-89.668139,14z/data=!4m8!1m2!2m1!1sSplitfire+LLC!3m4!1s0x887539a2c43166e7:0x1ef3142ecb174ed!8m2!3d39.8089164!4d-89.668139",No,,,,Yes,"Splitfire LLC is a firewood provider based in Springfield, Illinois. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Forest Management Inc.,http://www.fmitree.com/,+1 208-430-7213,,,Boise,83702,Idaho,United States of America,43.6092465,-116.4377825,56,"{""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Forest+Management+Inc./@43.6092465,-116.4377825,14z/data=!4m8!1m2!2m1!1sForest+Management+Inc.!3m4!1s0x54ae5781b70661d5:0xb5856108fb124845!8m2!3d43.6092465!4d-116.4377825",No,Mixed hardwoods,Dry,,Yes,"Forest Management Inc. is a firewood provider based in Boise, Idaho. They supply mixed hardwoods firewood. Their wood is typically dry for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,True,False
