name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,reviews,working_hours,business_status,location_link,delivery_available,firewood_type,firewood_prep,price_range,website_available,description,firewood_type_extracted,price_extracted,price_info_available,needs_manual_review,has_firewood_delivery,has_firewood_type,has_firewood_prep,has_price_info
Best Feeds Garden Centers,https://www.bestfeedsgardencenter.com/,+1 412-822-7777,"2105 Babcock Blvd, Pittsburgh, PA 15209",2105 Babcock Blvd,Pittsburgh,15209,Pennsylvania,United States of America,40.5078403,-79.9908308,255,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Best+Feeds+Garden+Centers/@40.5078403,-79.9908308,14z/data=!4m8!1m2!2m1!1sBest+Feeds+Garden+Centers!3m4!1s0x8834f34141c31827:0x8df3b4b0a7d09eb!8m2!3d40.5078403!4d-79.9908308",Yes,,Green,,Yes,"Best Feeds Garden Centers is a firewood provider based in Pittsburgh, Pennsylvania. Their wood is typically green for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,False,True,False
Tree Shepherds,https://www.treeshepherds.net/,+1 972-317-9598,"314 Carlisle Dr, Lake Dallas, TX 75065",314 Carlisle Dr,Lake Dallas,75065,Texas,United States of America,33.1146971,-97.0257067,256,"{""Monday"": ""7:30AM-4:30PM"", ""Tuesday"": ""7:30AM-4:30PM"", ""Wednesday"": ""7:30AM-4:30PM"", ""Thursday"": ""7:30AM-4:30PM"", ""Friday"": ""7:30AM-4:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Tree+Shepherds/@33.1146971,-97.0257067,14z/data=!4m8!1m2!2m1!1sTree+Shepherds!3m4!1s0x864c32f4a52a8805:0x7bcd2bf65687053d!8m2!3d33.1146971!4d-97.0257067",No,"Oak, Firewood",Seasoned,,Yes,"Tree Shepherds is a firewood provider based in Lake Dallas, Texas. They supply oak, firewood firewood. Their wood is typically seasoned for optimal burning. Currently, delivery services are not available.","Ash, Cedar, Hickory, Oak, Pecan",", .50",True,False,False,True,True,True
LoRea Topsoil & Aggregate,http://www.loreatopsoil.com/,+1 517-292-9204,"120 Lucy Rd, Howell, MI 48843",120 Lucy Rd,Howell,48843,Michigan,United States of America,42.5997886,-83.9147949,260,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/LoRea+Topsoil+%26+Aggregate/@42.5997886,-83.91479489999999,14z/data=!4m8!1m2!2m1!1sLoRea+Topsoil+%26+Aggregate!3m4!1s0x8823479a167a768f:0xe62eeb9c9993f7a9!8m2!3d42.5997886!4d-83.91479489999999",Yes,"Oak, Firewood",Green,,Yes,"LoRea Topsoil & Aggregate is a firewood provider based in Howell, Michigan. They supply oak, firewood firewood. Their wood is typically green for optimal burning. Delivery services are offered for local and regional orders.","Cedar, Cherry, Hickory, Locust, Oak",", .00",True,False,True,True,True,True
Meadows Tree Service,https://meadowstreeservice.com/,+1 832-692-4931,"25919 Hunter Ln, Katy, TX 77494",25919 Hunter Ln,Katy,77494,Texas,United States of America,29.7474364,-95.8158955,260,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Meadows+Tree+Service/@29.747436399999998,-95.8158955,14z/data=!4m8!1m2!2m1!1sMeadows+Tree+Service!3m4!1s0x86412338521da637:0x8059c4a711713b32!8m2!3d29.747436399999998!4d-95.8158955",No,Oak,,"$250 , $500 , $500 , $2",Yes,"Meadows Tree Service is a firewood provider based in Katy, Texas. They supply oak firewood. Currently, delivery services are not available. Pricing ranges from $250 , $500 , $500 , $2.",,Call for pricing,False,False,False,True,False,False
Timber Works Tree Care,https://timberworksva.com/,+1 540-305-3244,"404 Fairground Rd Ste A, Front Royal, VA 22630",404 Fairground Rd Ste A,Front Royal,22630,Virginia,United States of America,39.0048579,-78.1624082,261,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Timber+Works+Tree+Care/@39.0048579,-78.1624082,14z/data=!4m8!1m2!2m1!1sTimber+Works+Tree+Care!3m4!1s0x89b5c7e79793d8db:0x6b44e2368892cb29!8m2!3d39.0048579!4d-78.1624082",Yes,"Oak, Pine, Firewood","Seasoned, Green",$500,Yes,"Timber Works Tree Care is a firewood provider based in Front Royal, Virginia. They supply oak, pine, firewood firewood. Their wood is typically seasoned, green for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $500.","Ash, Cherry, Maple, Oak, Pine, Walnut",Call for pricing,False,False,True,True,True,False
Triton firewood,http://tritonfirewood.com/,+1 971-806-5851,"War Veterans Memorial Fwy & I-205, Salem, OR 97304",War Veterans Memorial Fwy & I-205,Salem,97304,Oregon,United States of America,44.9674432,-123.0577177,263,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Triton+firewood/@44.9674432,-123.0577177,14z/data=!4m8!1m2!2m1!1sTriton+firewood!3m4!1s0x549573721c4cfa15:0x4713c49cdfff5dc2!8m2!3d44.9674432!4d-123.0577177",Yes,"Oak, Pine, Firewood",Seasoned,"$300 , $400 , $700 , $1050 , $1300 , $375 , $450 , $850 , $1250 , $1500 , $400 , $500 , $900 , $1350 , $1600 , $400 , $550 , $1000 , $400 , $500 , $900 , $1350 , $1600 , $400 , $500 , $900 , $1350 , $1600 , $500 , $750 , $1400 , $400 , $500 , $900 , $1350 , $1600 , $700 , $1300 , $800 , $1400 , $450 , $350 ",Yes,"Triton firewood is a firewood provider based in Salem, Oregon. They supply oak, pine, firewood firewood. Their wood is typically seasoned for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $300 , $400 , $700 , $1050 , $1300 , $375 , $450 , $850 , $1250 , $1500 , $400 , $500 , $900 , $1350 , $1600 , $400 , $550 , $1000 , $400 , $500 , $900 , $1350 , $1600 , $400 , $500 , $900 , $1350 , $1600 , $500 , $750 , $1400 , $400 , $500 , $900 , $1350 , $1600 , $700 , $1300 , $800 , $1400 , $450 , $350 .","Alder, Ash, Fir, Maple, Oak, Pine",Call for pricing,False,False,True,True,True,False
Raleigh Tree Service,https://raleigh-tree-service.com/?utm_source=google,+1 919-737-2085,"5300 Atlantic Ave Suite 106-4, Raleigh, NC 27609",5300 Atlantic Ave Suite 106-4,Raleigh,27609,North Carolina,United States of America,35.8571311,-78.5997979,269,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Raleigh+Tree+Service/@35.8571311,-78.5997979,14z/data=!4m8!1m2!2m1!1sRaleigh+Tree+Service!3m4!1s0x89ac59a583e6d9b3:0x8944d05f6b7a58a7!8m2!3d35.8571311!4d-78.5997979",No,,,,Yes,"Raleigh Tree Service is a firewood provider based in Raleigh, North Carolina. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Premier Firewood Company,http://www.premierfirewoodcompany.com/,+1 203-866-4252,"3 Pimpewaug Rd, Wilton, CT 06897",3 Pimpewaug Rd,Wilton,06897,Connecticut,United States of America,41.2028137,-73.429884,271,"{""Monday"": ""7AM-3PM"", ""Tuesday"": ""7AM-3PM"", ""Wednesday"": ""7AM-3PM"", ""Thursday"": ""7AM-3PM"", ""Friday"": ""7AM-3PM"", ""Saturday"": ""8AM-12PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Premier+Firewood+Company/@41.2028137,-73.429884,14z/data=!4m8!1m2!2m1!1sPremier+Firewood+Company!3m4!1s0x89e81e63d601c2b9:0xf63dacc27b0c9515!8m2!3d41.2028137!4d-73.429884",Yes,"Birch, Cherry","Seasoned, Kiln-Dried",,Yes,"Premier Firewood Company is a firewood provider based in Wilton, Connecticut. They supply birch, cherry firewood. Their wood is typically seasoned, kiln-dried for optimal burning. Delivery services are offered for local and regional orders.","Birch, Cherry",", .00",True,False,True,True,True,True
Pinnacle Firewood Company,https://pinnaclefirewood.com/,+1 612-230-0281,"15810 Square Lake Trail N, Stillwater, MN 55082",15810 Square Lake Trail N,Stillwater,55082,Minnesota,United States of America,45.1527864,-92.7822255,271,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""8AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Pinnacle+Firewood+Company/@45.1527864,-92.7822255,14z/data=!4m8!1m2!2m1!1sPinnacle+Firewood+Company!3m4!1s0x52b2b862363665ad:0xb5fc0a066642e0ad!8m2!3d45.1527864!4d-92.7822255",Yes,"Oak, Firewood",Kiln-Dried,,Yes,"Pinnacle Firewood Company is a firewood provider based in Stillwater, Minnesota. They supply oak, firewood firewood. Their wood is typically kiln-dried for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.","Elm, Maple, Oak",Call for pricing,False,False,True,True,True,False
"Louisville Tree Service, LLC",http://www.louisvilletreeservice.biz/,+1 502-515-8199,"1167 E Broadway, Louisville, KY 40204",1167 E Broadway,Louisville,40204,Kentucky,United States of America,38.2442999,-85.7308428,275,"{""Monday"": ""8:30AM-4PM"", ""Tuesday"": ""8:30AM-4PM"", ""Wednesday"": ""8:30AM-4PM"", ""Thursday"": ""8:30AM-4PM"", ""Friday"": ""8:30AM-4PM"", ""Saturday"": ""9AM-1PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Louisville+Tree+Service%2C+LLC/@38.2442999,-85.73084279999999,14z/data=!4m8!1m2!2m1!1sLouisville+Tree+Service%2C+LLC!3m4!1s0x88697517058ae771:0x49d5f8810d38525!8m2!3d38.2442999!4d-85.73084279999999",No,Ash,,,Yes,"Louisville Tree Service, LLC is a firewood provider based in Louisville, Kentucky. They supply ash firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",Ash,Call for pricing,False,False,False,True,False,False
Little Stevie's Tree Work LLC,http://www.littlesteviestreeworkllc.com/,+1 203-300-0376,,,Danbury,06811,Connecticut,United States of America,41.500765,-73.3074174,279,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Little+Stevie%27s+Tree+Work+LLC/@41.500765,-73.30741739999999,14z/data=!4m8!1m2!2m1!1sLittle+Stevie%27s+Tree+Work+LLC!3m4!1s0x89e7f92f58b1dbf5:0xdb70ab2f680b2a4e!8m2!3d41.500765!4d-73.30741739999999",No,,Green,,Yes,"Little Stevie's Tree Work LLC is a firewood provider based in Danbury, Connecticut. Their wood is typically green for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,True,False
Urban Garden Center,http://www.urbangardencenter.com/,+1 646-389-4299,"1560 Park Ave, New York, NY 10029",1560 Park Ave,New York,10029,New York,United States of America,40.7961749,-73.9455108,286,"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-7PM"", ""Sunday"": ""10AM-7PM""}",OPERATIONAL,"https://www.google.com/maps/place/Urban+Garden+Center/@40.7961749,-73.9455108,14z/data=!4m8!1m2!2m1!1sUrban+Garden+Center!3m4!1s0x89c2f60f6851350d:0x336275dbf81acfbb!8m2!3d40.7961749!4d-73.9455108",Yes,Mixed hardwoods,Green,$19,Yes,"Urban Garden Center is a firewood provider based in New York, New York. They supply mixed hardwoods firewood. Their wood is typically green for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $19.",,.99,True,False,True,True,True,True
North Smithfield Tree Service,http://www.northsmithfieldtreeservice.com/,+1 401-692-1113,"400 Providence Pike, North Smithfield, RI 02896",400 Providence Pike,North Smithfield,02896,Rhode Island,United States of America,41.986598,-71.568257,303,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-5PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/North+Smithfield+Tree+Service/@41.986598,-71.568257,14z/data=!4m8!1m2!2m1!1sNorth+Smithfield+Tree+Service!3m4!1s0x89e46b98e8cf0d83:0xd2ca062bb4fa7447!8m2!3d41.986598!4d-71.568257",No,Hickory,Seasoned,,Yes,"North Smithfield Tree Service is a firewood provider based in North Smithfield, Rhode Island. They supply hickory firewood. Their wood is typically seasoned for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",Hickory,Call for pricing,False,False,False,True,True,False
Strobert Tree Services,https://stroberttree.com/offices/wilmington,+1 302-656-6077,"1806 Zebley Rd, Wilmington, DE 19810",1806 Zebley Rd,Wilmington,19810,Delaware,United States of America,39.826025,-75.488565,303,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Strobert+Tree+Services/@39.826025,-75.488565,14z/data=!4m8!1m2!2m1!1sStrobert+Tree+Services!3m4!1s0x89c6fd5968794301:0xa7d852147bde8aaa!8m2!3d39.826025!4d-75.488565",No,Mixed hardwoods,"Kiln-Dried, Green",,Yes,"Strobert Tree Services is a firewood provider based in Wilmington, Delaware. They supply mixed hardwoods firewood. Their wood is typically kiln-dried, green for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,True,False
Woodchuck Firewood Delivery,https://www.woodchuckdelivery.com/,+1 512-387-7270,"3778 Co Rd 123, Round Rock, TX 78665",3778 Co Rd 123,Round Rock,78665,Texas,United States of America,30.5296163,-97.6115165,312,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Woodchuck+Firewood+Delivery/@30.529616299999997,-97.6115165,14z/data=!4m8!1m2!2m1!1sWoodchuck+Firewood+Delivery!3m4!1s0x8644b4ba54301e23:0xeb260256deaea10d!8m2!3d30.529616299999997!4d-97.6115165",Yes,"Oak, Hickory, Mesquite, Firewood",,,Yes,"Woodchuck Firewood Delivery is a firewood provider based in Round Rock, Texas. They supply oak, hickory, mesquite, firewood firewood. Delivery services are offered for local and regional orders.","Hickory, Mesquite, Oak, Pecan",", .00",True,False,True,True,False,True
Paradise Tree Service,https://www.paradisetreeservices.com/?utm_source=google,+1 805-694-0083,"225 N Oakglen Ave, Nipomo, CA 93444",225 N Oakglen Ave,Nipomo,93444,California,United States of America,35.0408159,-120.4863867,314,"{""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Paradise+Tree+Service/@35.0408159,-120.4863867,14z/data=!4m8!1m2!2m1!1sParadise+Tree+Service!3m4!1s0x80ec686fb6eef09b:0x17e4f4cfb73c4a74!8m2!3d35.0408159!4d-120.4863867",No,"Oak, Pine",,,Yes,"Paradise Tree Service is a firewood provider based in Nipomo, California. They supply oak, pine firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.","Ash, Oak, Pine",Call for pricing,False,False,False,True,False,False
Mikey's Tree Service,http://www.mikeystreeservice.com/,+1 352-584-0989,"344 Broad St, Brooksville, FL 34604",344 Broad St,Brooksville,34604,Florida,United States of America,28.439864,-82.457898,315,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-5PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Mikey%27s+Tree+Service/@28.439864,-82.457898,14z/data=!4m8!1m2!2m1!1sMikey%27s+Tree+Service!3m4!1s0x88e81956ebf8bbad:0x813efe9aaa262abe!8m2!3d28.439864!4d-82.457898",No,Mixed hardwoods,,,Yes,"Mikey's Tree Service is a firewood provider based in Brooksville, Florida. They supply mixed hardwoods firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,False,False
"Chagrin Pet, Garden, & Power Equipment",http://www.chagrinoutdoors.com/,+1 440-247-3118,"188 Solon Rd, Chagrin Falls, OH 44022",188 Solon Rd,Chagrin Falls,44022,Ohio,United States of America,41.4243886,-81.3972882,320,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Chagrin+Pet%2C+Garden%2C+%26+Power+Equipment/@41.4243886,-81.39728819999999,14z/data=!4m8!1m2!2m1!1sChagrin+Pet%2C+Garden%2C+%26+Power+Equipment!3m4!1s0x88311b3b7abd0bf1:0xec082dbcc4e84c48!8m2!3d41.4243886!4d-81.39728819999999",No,Mixed hardwoods,Seasoned,,Yes,"Chagrin Pet, Garden, & Power Equipment is a firewood provider based in Chagrin Falls, Ohio. They supply mixed hardwoods firewood. Their wood is typically seasoned for optimal burning. Currently, delivery services are not available.",,", .00, .99",True,False,False,True,True,True
Indian Head Firewood,https://www.indianheadfirewood.com/,+1 832-413-3473,"1499 N Post Oak Rd #214, Houston, TX 77055",1499 N Post Oak Rd #214,Houston,77055,Texas,United States of America,29.7961546,-95.4607818,326,"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Indian+Head+Firewood/@29.796154599999998,-95.46078179999999,14z/data=!4m8!1m2!2m1!1sIndian+Head+Firewood!3m4!1s0x8640c694476c4ee7:0x61105453624f02b0!8m2!3d29.796154599999998!4d-95.46078179999999",Yes,"Oak, Hickory, Mesquite, Firewood","Green, Dry","$10 , $1300 ",Yes,"Indian Head Firewood is a firewood provider based in Houston, Texas. They supply oak, hickory, mesquite, firewood firewood. Their wood is typically green, dry for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $10 , $1300 .","Ash, Hickory, Mesquite, Oak, Pecan",Call for pricing,False,False,True,True,True,False
Mason Firewood,http://masonfirewoodkaty.com/,+1 281-599-0144,"2827 Jordens Rd, Houston, TX 77084",2827 Jordens Rd,Houston,77084,Texas,United States of America,29.8084826,-95.6902051,326,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""7AM-6PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Mason+Firewood/@29.808482599999998,-95.6902051,14z/data=!4m8!1m2!2m1!1sMason+Firewood!3m4!1s0x864127a66720d049:0xfe62474e8bed869d!8m2!3d29.808482599999998!4d-95.6902051",Yes,"Oak, Hickory, Mesquite, Firewood",Seasoned,,Yes,"Mason Firewood is a firewood provider based in Houston, Texas. They supply oak, hickory, mesquite, firewood firewood. Their wood is typically seasoned for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",Pecan,Call for pricing,False,False,True,True,True,False
Gray Tree Service,http://www.graytreeservice.com/,+1 847-392-1022,"302 Kenneth Dr, Mt Prospect, IL 60056",302 Kenneth Dr,Mt Prospect,60056,Illinois,United States of America,42.0299819,-87.955565,329,,OPERATIONAL,"https://www.google.com/maps/place/Gray+Tree+Service/@42.029981899999996,-87.95556499999999,14z/data=!4m8!1m2!2m1!1sGray+Tree+Service!3m4!1s0x880fb09278dcb76f:0xced960ce0d2aea02!8m2!3d42.029981899999996!4d-87.95556499999999",Yes,Mixed hardwoods,,,Yes,"Gray Tree Service is a firewood provider based in Mt Prospect, Illinois. They supply mixed hardwoods firewood. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,True,False,False
Flower City Firewood,http://www.flowercityfirewood.com/,+1 585-944-7648,"5988 Pease Rd, Williamson, NY 14589",5988 Pease Rd,Williamson,14589,New York,United States of America,43.217265,-77.23676,332,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""8AM-1PM""}",OPERATIONAL,"https://www.google.com/maps/place/Flower+City+Firewood/@43.217265,-77.23675999999999,14z/data=!4m8!1m2!2m1!1sFlower+City+Firewood!3m4!1s0x89d6d7e94feac6a5:0x9ddc25cd5f42ccd4!8m2!3d43.217265!4d-77.23675999999999",Yes,"Hickory, Firewood","Seasoned, Dry","$140, $240, $340, $440, $500, $600, $700, $800, $900, $95, $40 ",Yes,"Flower City Firewood is a firewood provider based in Williamson, New York. They supply hickory, firewood firewood. Their wood is typically seasoned, dry for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $140, $240, $340, $440, $500, $600, $700, $800, $900, $95, $40 .",Beech,Call for pricing,False,False,True,True,True,False
Golden Tree Maintenance,http://www.goldentreestoneyard.com/,+1 972-416-1799,"1080 E State Hwy 121, Lewisville, TX 75057",1080 E State Hwy 121,Lewisville,75057,Texas,United States of America,33.0442192,-96.9709204,333,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Golden+Tree+Maintenance/@33.0442192,-96.9709204,14z/data=!4m8!1m2!2m1!1sGolden+Tree+Maintenance!3m4!1s0x864c2e3666295b81:0xf1da52236313c3fa!8m2!3d33.0442192!4d-96.9709204",No,"Elm, Mesquite, Oak, Pecan",,,Yes,"Golden Tree Maintenance is a firewood provider based in Lewisville, Texas. They supply elm, mesquite, oak, pecan firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.","Elm, Mesquite, Oak, Pecan",Call for pricing,False,False,False,True,False,False
Mike's Professional Tree Services,https://www.mikesprotreeinc.com/,+1 401-823-7485,"75 Airport Rd Bldg #1 Unit B, Coventry, RI 02816",75 Airport Rd Bldg #1 Unit B,Coventry,02816,Rhode Island,United States of America,41.6925808,-71.5803582,346,"{""Monday"": ""8:30AM-4:30PM"", ""Tuesday"": ""8:30AM-4:30PM"", ""Wednesday"": ""8:30AM-4:30PM"", ""Thursday"": ""8:30AM-4:30PM"", ""Friday"": ""8:30AM-4:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Mike%27s+Professional+Tree+Services/@41.692580799999995,-71.58035819999999,14z/data=!4m8!1m2!2m1!1sMike%27s+Professional+Tree+Services!3m4!1s0x89e4354e788e025d:0x1a8891c747e2c1fe!8m2!3d41.692580799999995!4d-71.58035819999999",No,"Pine, Firewood",,,Yes,"Mike's Professional Tree Services is a firewood provider based in Coventry, Rhode Island. They supply pine, firewood firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,False,False
Anthony's Produce Inc.,http://anthonysproduce.com/,+1 636-936-0496,"701 Jungermann Rd, St Peters, MO 63376",701 Jungermann Rd,St Peters,63376,Missouri,United States of America,38.7765869,-90.578037,354,"{""Monday"": ""7AM-6:30PM"", ""Tuesday"": ""7AM-6:30PM"", ""Wednesday"": ""7AM-6:30PM"", ""Thursday"": ""7AM-6:30PM"", ""Friday"": ""7AM-6:30PM"", ""Saturday"": ""7AM-6:30PM"", ""Sunday"": ""8AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Anthony%27s+Produce+Inc./@38.7765869,-90.578037,14z/data=!4m8!1m2!2m1!1sAnthony%27s+Produce+Inc.!3m4!1s0x87df29b4a680379f:0xecb7f09057ea860e!8m2!3d38.7765869!4d-90.578037",No,Apple,"Seasoned, Green",,Yes,"Anthony's Produce Inc. is a firewood provider based in St Peters, Missouri. They supply apple firewood. Their wood is typically seasoned, green for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",Apple,Call for pricing,False,False,False,True,True,False
Reston Farm Garden Market,https://www.restonfarm.com/,+1 703-759-0000,"10800 Baron Cameron Ave, Great Falls Crossing, VA 20190",10800 Baron Cameron Ave,Great Falls Crossing,20190,Virginia,United States of America,38.97708,-77.3168333,354,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-6PM""}",OPERATIONAL,"https://www.google.com/maps/place/Reston+Farm+Garden+Market/@38.97708,-77.3168333,14z/data=!4m8!1m2!2m1!1sReston+Farm+Garden+Market!3m4!1s0x89b636390a6e9dc1:0xdcf01b721c1b0e98!8m2!3d38.97708!4d-77.3168333",No,Mixed hardwoods,Seasoned,$30 ,Yes,"Reston Farm Garden Market is a firewood provider based in Great Falls Crossing, Virginia. They supply mixed hardwoods firewood. Their wood is typically seasoned for optimal burning. Currently, delivery services are not available. Pricing ranges from $30 .",,Call for pricing,False,False,False,True,True,False
